Query.Mass,Matched.Compound,Matched.Form,Mass.Diff
469.19349,C06504,M+2H[2+],0.00226353323000694
469.19349,C06505,M+2H[2+],0.00226353323000694
184.07343,C05594,M[1+],0.000169999999997117
184.07343,C00588,M[1+],0.000470000000007076
201.16359,C00951,M-C3H4O2+H[1+],0.000186466770003335
303.1955,C05140,M+H[1+],2.35332299780566e-05
303.1955,C05284,M+H[1+],2.35332299780566e-05
303.1955,C05290,M+H[1+],2.35332299780566e-05
303.1955,C05295,M+H[1+],2.35332299780566e-05
303.1955,C05302,M+H[1+],2.35332299780566e-05
271.16914,C00468,M+H[1+],0.000136466769959043
271.16914,C05141,M-H2O+H[1+],3.64667699841448e-05
271.16914,C05301,M-H2O+H[1+],3.64667699841448e-05
373.23721,C07108,M(C13)+H[1+],0.00163353323000592
395.21928,C01246,M-C3H4O2+H[1+],6.58247699902859e-05
551.27823,C18043,M+HCOOK[1+],0.0020464667699116
143.07045,C00114,M+K[1+],0.000173533229997247
143.07045,C05576,M-CO+H[1+],0.000273533230000567
321.20594,C05140,M+H2O+H[1+],0.000136466770015886
321.20594,C05284,M+H2O+H[1+],0.000136466770015886
321.20594,C05290,M+H2O+H[1+],0.000136466770015886
321.20594,C05295,M+H2O+H[1+],0.000136466770015886
321.20594,C05302,M+H2O+H[1+],0.000136466770015886
125.05981,C00544,M-CO2+H[1+],3.35332299954416e-05
125.05981,C00642,M-CO+H[1+],0.000233533230002081
125.05981,C01161,M-CO2+H[1+],3.35332299954416e-05
125.05981,C04043,M-CO+H[1+],0.000233533230002081
125.05981,C05576,M-HCOOH+H[1+],3.35332300238633e-05
125.05981,C05577,M-CO2+H[1+],3.35332299954416e-05
125.05981,C05852,M-CO+H[1+],0.000233533230002081
132.10202,C00123,M+H[1+],0.000143533229987725
132.10202,C00407,M+H[1+],0.000143533229987725
132.10202,C01233,M-HCOOK+H[1+],0.000143533229987725
143.07051,C00114,M+K[1+],0.000233533230016292
143.07051,C05576,M-CO+H[1+],0.000333533230019611
299.20066,C05490,M-HCOOH+H[1+],1.64667699777965e-05
299.20066,C05949,M-H4O2+H[1+],0.000183533230028843
299.20066,C16677,M-H2O+H[1+],0.000183533230028843
299.20066,C16679,M-H2O+H[1+],0.000183533230028843
299.20066,C16680,M-H2O+H[1+],0.000183533230028843
271.16908,C00468,M+H[1+],0.000196466769978088
271.16908,C05141,M-H2O+H[1+],9.64667700031896e-05
271.16908,C05301,M-H2O+H[1+],9.64667700031896e-05
289.17968,C05141,M+H[1+],9.64667700031896e-05
289.17968,C05301,M+H[1+],9.64667700031896e-05
289.17968,C00468,M+H2O+H[1+],0.000196466769978088
289.17968,C00762,M-C3H4O2+H[1+],0.000196466769978088
289.17968,C01780,M-C3H4O2+H[1+],0.000196466769978088
664.1161,C00003,M[1+],0.000800000000026557
271.16917,C00468,M+H[1+],0.000106466769977942
271.16917,C05141,M-H2O+H[1+],6.46677000304408e-06
271.16917,C05301,M-H2O+H[1+],6.46677000304408e-06
289.17987,C05141,M+H[1+],9.35332299718539e-05
289.17987,C05301,M+H[1+],9.35332299718539e-05
289.17987,C00468,M+H2O+H[1+],6.46677000304408e-06
289.17987,C00762,M-C3H4O2+H[1+],6.46677000304408e-06
289.17987,C01780,M-C3H4O2+H[1+],6.46677000304408e-06
303.19527,C05140,M+H[1+],0.000206466770009683
303.19527,C05284,M+H[1+],0.000206466770009683
303.19527,C05290,M+H[1+],0.000206466770009683
303.19527,C05295,M+H[1+],0.000206466770009683
303.19527,C05302,M+H[1+],0.000206466770009683
149.02327,C05653,M-NH3+H[1+],0.000106466770006364
149.02327,C05580,M-H4O2+H[1+],6.46677003146578e-06
253.15867,C20265,M-C3H4O2+H[1+],5.11007700367827e-05
253.15867,C00468,M-H2O+H[1+],6.46676997462237e-06
253.15867,C05141,M-H4O2+H[1+],9.35332299718539e-05
253.15867,C05301,M-H4O2+H[1+],9.35332299718539e-05
253.15847,C20265,M-C3H4O2+H[1+],0.000251100770043422
253.15847,C00468,M-H2O+H[1+],0.000206466769981262
253.15847,C05141,M-H4O2+H[1+],0.000106466770034785
253.15847,C05301,M-H4O2+H[1+],0.000106466770034785
361.1832,C18044,M-H4O2+H[1+],0.000123533230009798
307.19008,C05141,M+H2O+H[1+],0.000296466770009829
307.19008,C05301,M+H2O+H[1+],0.000296466770009829
269.15335,C05298,M-H2O+H[1+],0.000226466770016032
269.15335,C05300,M-H2O+H[1+],0.000226466770016032
423.27413,C11135,M-CO2+H[1+],4.64667700157406e-05
423.27413,C11136,M-CO2+H[1+],4.64667700157406e-05
229.15851,C05285,M-C3H4O2+H[1+],0.000166466770025409
229.15851,C05297,M-C3H4O2+H[1+],0.000166466770025409
229.15851,C05299,M-C3H4O2+H[1+],0.000166466770025409
287.16403,C05298,M+H[1+],0.000146466769990639
287.16403,C05300,M+H[1+],0.000146466769990639
298.99249,C00103,M+K[1+],1.35332300033042e-05
298.99249,C00668,M+K[1+],1.35332300033042e-05
298.99249,C01172,M+K[1+],1.35332300033042e-05
298.99249,C00672,M+HCOOK[1+],0.000286466770035076
298.99249,C00673,M+HCOOK[1+],0.000286466770035076
298.99249,C00275,M+K[1+],1.35332300033042e-05
298.99249,C00636,M+K[1+],1.35332300033042e-05
298.99249,C01094,M+K[1+],1.35332300033042e-05
298.99249,C00085,M+K[1+],1.35332300033042e-05
298.99249,C00446,M+K[1+],1.35332300033042e-05
298.99249,C01097,M+K[1+],1.35332300033042e-05
298.99249,C00092,M+K[1+],1.35332300033042e-05
298.99249,C03862,M+K[1+],4.99277007293131e-06
298.99249,C04006,M+K[1+],1.35332300033042e-05
298.99249,C01177,M+K[1+],1.35332300033042e-05
298.99249,C03546,M+K[1+],1.35332300033042e-05
607.26756,C01079,M+K[1+],0.000216466769984436
229.15861,C05285,M-C3H4O2+H[1+],6.64667700220889e-05
229.15861,C05297,M-C3H4O2+H[1+],6.64667700220889e-05
229.15861,C05299,M-C3H4O2+H[1+],6.64667700220889e-05
143.07026,C00114,M+K[1+],1.64667700062182e-05
143.07026,C05576,M-CO+H[1+],8.35332299971014e-05
229.1583,C05285,M-C3H4O2+H[1+],0.000376466770035222
229.1583,C05297,M-C3H4O2+H[1+],0.000376466770035222
229.1583,C05299,M-C3H4O2+H[1+],0.000376466770035222
289.179683,C05141,M+H[1+],9.34667700107639e-05
289.179683,C05301,M+H[1+],9.34667700107639e-05
289.179683,C00468,M+H2O+H[1+],0.000193466769985662
289.179683,C00762,M-C3H4O2+H[1+],0.000193466769985662
289.179683,C01780,M-C3H4O2+H[1+],0.000193466769985662
229.158613,C05285,M-C3H4O2+H[1+],6.34667700296632e-05
229.158613,C05297,M-C3H4O2+H[1+],6.34667700296632e-05
229.158613,C05299,M-C3H4O2+H[1+],6.34667700296632e-05
405.0095,C00015,M+H[1+],2.35332299780566e-05
123.05503,C00153,M+H[1+],0.000246466769993958
123.05503,C05828,M-H2O+H[1+],0.000246466770008169
429.22586,C11134,M-H4O2+H[1+],0.00121646676996079
125.05976,C00544,M-CO2+H[1+],1.64667700062182e-05
125.05976,C00642,M-CO+H[1+],0.000183533230000421
125.05976,C01161,M-CO2+H[1+],1.64667700062182e-05
125.05976,C04043,M-CO+H[1+],0.000183533230000421
125.05976,C05576,M-HCOOH+H[1+],1.64667699777965e-05
125.05976,C05577,M-CO2+H[1+],1.64667700062182e-05
125.05976,C05852,M-CO+H[1+],0.000183533230000421
271.169,C00468,M+H[1+],0.000276466770003481
271.169,C05141,M-H2O+H[1+],0.000176466770028583
271.169,C05301,M-H2O+H[1+],0.000176466770028583
250.09346,C00212,M-H2O+H[1+],1.64667699777965e-05
250.09346,C00330,M-H2O+H[1+],1.64667699777965e-05
271.16912,C00468,M+H[1+],0.000156466769965391
271.16912,C05141,M-H2O+H[1+],5.6466769990493e-05
271.16912,C05301,M-H2O+H[1+],5.6466769990493e-05
271.16909,C00468,M+H[1+],0.000186466770003335
271.16909,C05141,M-H2O+H[1+],8.64667700284372e-05
271.16909,C05301,M-H2O+H[1+],8.64667700284372e-05
235.14826,C00468,M-H4O2+H[1+],0.000183533230000421
235.14826,C00831,M-CO2+H[1+],0.000783533229991917
382.1546,C16548,M+K[1+],0.00177646676996801
389.23167,C05011,M(C13)+H[1+],0.00119353322997995
389.23167,C16544,M(C13)+H[1+],0.00119353322997995
389.23167,C16545,M(C13)+H[1+],0.00119353322997995
389.23167,C05472,M+Na[1+],0.00179353323005671
389.23167,C04742,M+HCOONa[1+],0.00189353323003161
389.23167,C04805,M+HCOONa[1+],0.00189353323003161
389.23167,C14748,M+HCOONa[1+],0.00189353323003161
389.23167,C14749,M+HCOONa[1+],0.00189353323003161
389.23167,C14768,M+HCOONa[1+],0.00189353323003161
389.23167,C14769,M+HCOONa[1+],0.00189353323003161
389.23167,C14770,M+HCOONa[1+],0.00189353323003161
389.23167,C14771,M+HCOONa[1+],0.00189353323003161
389.23167,C14777,M+HCOONa[1+],0.00189353323003161
229.15828,C05285,M-C3H4O2+H[1+],0.00039646677004157
229.15828,C05297,M-C3H4O2+H[1+],0.00039646677004157
229.15828,C05299,M-C3H4O2+H[1+],0.00039646677004157
513.29573,C22112,M+HCOOK[1+],0.00184646676996181
513.29573,C00828,M+HCOONa[1+],0.0017769947700117
423.27379,C11135,M-CO2+H[1+],0.000386466770009974
423.27379,C11136,M-CO2+H[1+],0.000386466770009974
613.15908,C00127,M+H[1+],0.000196466770034931
269.18588,C16560,M+H2O+H[1+],9.64667700031896e-05
162.11238,C00487,M[1+],0.000619999999997844
298.09688,C00170,M+H[1+],3.53322997170835e-06
85.02828,C00074,M-HCOOK+H[1+],9.64667700174004e-05
85.02828,C00544,M+2H[2+],0.000146466770004849
85.02828,C00232,M-H2O+H[1+],9.64667700031896e-05
85.02828,C00109,M-H2O+H[1+],9.64667700031896e-05
85.02828,C00164,M-H2O+H[1+],9.64667700031896e-05
85.02828,C00349,M-H2O+H[1+],9.64667700031896e-05
85.02828,C06002,M-H2O+H[1+],9.64667700031896e-05
85.02828,C01161,M+2H[2+],0.000146466770004849
85.02828,C05577,M+2H[2+],0.000146466770004849
303.19444,C05140,M+H[1+],0.00103646677001734
303.19444,C05284,M+H[1+],0.00103646677001734
303.19444,C05290,M+H[1+],0.00103646677001734
303.19444,C05295,M+H[1+],0.00103646677001734
303.19444,C05302,M+H[1+],0.00103646677001734
420.31008,C01921,M-HCOOH+H[1+],0.000796466769998005
218.13847,C16565,M+NaCl[1+],0.000906466769976078
373.23725,C07108,M(C13)+H[1+],0.00167353323001862
583.26912,C01613,M-HCOOK+H[1+],0.0012435332299674
229.15837,C05285,M-C3H4O2+H[1+],0.000306466770041425
229.15837,C05297,M-C3H4O2+H[1+],0.000306466770041425
229.15837,C05299,M-C3H4O2+H[1+],0.000306466770041425
253.158672,C20265,M-C3H4O2+H[1+],4.91007700418322e-05
253.158672,C00468,M-H2O+H[1+],4.46676997967188e-06
253.158672,C05141,M-H4O2+H[1+],9.55332299668044e-05
253.158672,C05301,M-H4O2+H[1+],9.55332299668044e-05
369.23826,C01530,M+HCOOK[1+],0.00181646676998071
204.12288,C00315,M+NaCl[1+],0.000896466770001325
409.26163,C11061,M-HCOONa+H[1+],0.000753533230010817
285.1835,C05140,M-H2O+H[1+],0.00137646677001158
285.1835,C05284,M-H2O+H[1+],0.00137646677001158
285.1835,C05290,M-H2O+H[1+],0.00137646677001158
285.1835,C05295,M-H2O+H[1+],0.00137646677001158
285.1835,C05302,M-H2O+H[1+],0.00137646677001158
204.12303,C00315,M+NaCl[1+],0.000746466770010557
298.09681,C00170,M+H[1+],6.64667700220889e-05
86.09644,C01672,M-NH3+H[1+],3.64667699983556e-05
86.09644,C00123,M-HCOOH+H[1+],3.64667699983556e-05
86.09644,C00407,M-HCOOH+H[1+],3.64667699983556e-05
86.09644,C00408,M-CO2+H[1+],3.64667699983556e-05
86.09644,C05936,M-CO2+H[1+],3.64667699983556e-05
132.10209,C00123,M+H[1+],0.000213533229981522
132.10209,C00407,M+H[1+],0.000213533229981522
132.10209,C01233,M-HCOOK+H[1+],0.000213533229981522
405.00955,C00015,M+H[1+],7.35332299655056e-05
271.169086,C00468,M+H[1+],0.000190466769993236
271.169086,C05141,M-H2O+H[1+],9.04667700183381e-05
271.169086,C05301,M-H2O+H[1+],9.04667700183381e-05
287.16397,C05298,M+H[1+],0.000206466770009683
287.16397,C05300,M+H[1+],0.000206466770009683
124.99981,C00074,M-CO2+H[1+],6.6466770007878e-05
124.99981,C00111,M-HCOOH+H[1+],6.64667699794563e-05
124.99981,C00118,M-HCOOH+H[1+],6.64667699794563e-05
124.99981,C00346,M-NH3+H[1+],6.6466770007878e-05
198.03726,C01042,M+Na[1+],0.000116466770009538
198.03726,C04281,M+HCOONa[1+],1.64667699777965e-05
198.03726,C02237,M+HCOONa[1+],1.64667699777965e-05
198.03726,C04282,M+HCOONa[1+],1.64667699777965e-05
198.03726,C01879,M+HCOONa[1+],1.64667699777965e-05
229.15856,C05285,M-C3H4O2+H[1+],0.00011646677003796
229.15856,C05297,M-C3H4O2+H[1+],0.00011646677003796
229.15856,C05299,M-C3H4O2+H[1+],0.00011646677003796
269.18477,C16560,M+H2O+H[1+],0.00120646676998604
250.09347,C00212,M-H2O+H[1+],6.46676997462237e-06
250.09347,C00330,M-H2O+H[1+],6.46676997462237e-06
291.19529,C00735,M-C3H4O2+H[1+],0.000186466770003335
291.19529,C00951,M+H2O+H[1+],0.000186466770003335
291.19529,C01124,M-C3H4O2+H[1+],0.000186466770003335
291.19529,C05469,M-C3H4O2+H[1+],0.000186466770003335
291.19529,C05473,M-C3H4O2+H[1+],0.000186466770003335
431.20563,C00735,M+HCOONa[1+],0.00165353323001227
431.20563,C01124,M+HCOONa[1+],0.00165353323001227
431.20563,C05469,M+HCOONa[1+],0.00165353323001227
431.20563,C05473,M+HCOONa[1+],0.00165353323001227
431.20563,C05503,M-H2O+H[1+],0.000746466770010557
431.20563,C11132,M-HCOOH+H[1+],0.000846466770042298
273.1846,C00951,M+H[1+],0.000276466770003481
273.1846,C05285,M-CO+H[1+],0.000176466770028583
273.1846,C05297,M-CO+H[1+],0.000176466770028583
273.1846,C05299,M-CO+H[1+],0.000176466770028583
273.1846,C05490,M-C3H4O2+H[1+],0.000376466770035222
173.08077,C03771,M[1+],0.000769999999988613
285.18472,C05140,M-H2O+H[1+],0.000156466769965391
285.18472,C05284,M-H2O+H[1+],0.000156466769965391
285.18472,C05290,M-H2O+H[1+],0.000156466769965391
285.18472,C05295,M-H2O+H[1+],0.000156466769965391
285.18472,C05302,M-H2O+H[1+],0.000156466769965391
289.17863,C05141,M+H[1+],0.00114646677002384
289.17863,C05301,M+H[1+],0.00114646677002384
289.17863,C00468,M+H2O+H[1+],0.00124646676999873
289.17863,C00762,M-C3H4O2+H[1+],0.00124646676999873
289.17863,C01780,M-C3H4O2+H[1+],0.00124646676999873
289.17863,C03461,M+HCOONa[1+],0.00125353322999899
298.09674,C00170,M+H[1+],0.000136466770015886
405.00944,C00015,M+H[1+],3.64667700409882e-05
136.06172,C00147,M+H[1+],5.6466769990493e-05
423.23591,C00639,M+HCOONa[1+],0.00063353323002957
423.23591,C05959,M+HCOONa[1+],0.00063353323002957
423.23591,C14782,M+HCOONa[1+],0.00063353323002957
423.23591,C14814,M+HCOONa[1+],0.00063353323002957
225.16362,C00468,M-HCOOH+H[1+],0.000256466769968711
423.27427,C11135,M-CO2+H[1+],9.35332299718539e-05
423.27427,C11136,M-CO2+H[1+],9.35332299718539e-05
373.23659,C07108,M(C13)+H[1+],0.00101353322997966
373.23659,C05476,M+Na[1+],0.00161353322994273
373.23659,C00219,M+HCOONa[1+],0.00171353322997447
603.02361,C00167,M+Na[1+],3.35332299528091e-05
152.05689,C00242,M+H[1+],0.000213533230009944
152.05689,C22499,M+H[1+],0.000213533230009944
253.158635,C20265,M-C3H4O2+H[1+],8.61007700336813e-05
253.158635,C00468,M-H2O+H[1+],4.1466769971521e-05
253.158635,C05141,M-H4O2+H[1+],5.85332299749552e-05
253.158635,C05301,M-H4O2+H[1+],5.85332299749552e-05
348.0704,C00020,M+H[1+],2.35332299780566e-05
348.0704,C00362,M+H[1+],2.35332299780566e-05
348.0704,C00270,M+K[1+],0.00162353322997433
538.12713,C05921,M-H4O2+H[1+],0.000353533229940695
253.15859,C20265,M-C3H4O2+H[1+],0.000131100770033754
253.15859,C00468,M-H2O+H[1+],8.64667699715937e-05
253.15859,C05141,M-H4O2+H[1+],1.35332299748825e-05
253.15859,C05301,M-H4O2+H[1+],1.35332299748825e-05
307.08388,C00051,M[1+],8.00000000253931e-05
307.08388,C00127,M+2H[2+],0.000603533229991626
305.17449,C05298,M+H2O+H[1+],0.000286466770035076
305.17449,C05300,M+H2O+H[1+],0.000286466770035076
137.04579,C00262,M+H[1+],1.35332300033042e-05
137.04579,C00155,M(C13)+H[1+],0.000286466770006655
137.04579,C16355,M-HCOOH+H[1+],8.64667700000155e-05
137.04579,C16359,M-HCOOH+H[1+],8.64667700000155e-05
322.10628,C14871,M-CO+H[1+],0.000396466769984727
307.08347,C00051,M[1+],0.000330000000019481
307.08347,C05643,M+NaCl[1+],0.00149353322996149
307.08347,C00127,M+2H[2+],0.000193533229946752
124.999814,C00074,M-CO2+H[1+],6.24667700037662e-05
124.999814,C00111,M-HCOOH+H[1+],6.24667699753445e-05
124.999814,C00118,M-HCOOH+H[1+],6.24667699753445e-05
124.999814,C00346,M-NH3+H[1+],6.24667700037662e-05
193.06404,C16604,M-NH3+H[1+],0.000836466770010702
132.10211,C00123,M+H[1+],0.00023353322998787
132.10211,C00407,M+H[1+],0.00023353322998787
132.10211,C01233,M-HCOOK+H[1+],0.00023353322998787
136.06173,C00147,M+H[1+],4.64667699873189e-05
332.0753,C00360,M+H[1+],0.000176466769971739
332.0753,C05983,M-C3H4O2+H[1+],0.000176466769971739
664.11616,C00003,M[1+],0.000739999999950669
271.169149,C00468,M+H[1+],0.000127466769981766
271.169149,C05141,M-H2O+H[1+],2.74667700068676e-05
271.169149,C05301,M-H2O+H[1+],2.74667700068676e-05
186.05807,C00847,M(Cl37)+H[1+],0.000393533229981813
400.34217,C02990,M+H[1+],6.46677000304408e-06
400.34217,C01829,M+H+Na[2+],0.000543533230029425
198.03723,C01042,M+Na[1+],0.00014646677001906
198.03723,C04281,M+HCOONa[1+],4.64667699873189e-05
198.03723,C02237,M+HCOONa[1+],4.64667699873189e-05
198.03723,C04282,M+HCOONa[1+],4.64667699873189e-05
198.03723,C01879,M+HCOONa[1+],4.64667699873189e-05
337.27326,C00695,M-C3H4O2+H[1+],0.000516466770022816
337.27326,C05480,M+H2O+H[1+],0.000516466770022816
337.27326,C13712,M+H2O+H[1+],0.000516466770022816
337.27326,C18041,M+H2O+H[1+],0.000516466770022816
265.1117,C00378,M[1+],0.000600000000019918
489.31451,C02059,M+K[1+],0.00193353322998746
322.1067,C14871,M-CO+H[1+],2.35332299780566e-05
245.07682,C00299,M+H[1+],4.35332299844049e-05
400.34194,C02990,M+H[1+],0.000236466769990784
400.34194,C01829,M+H+Na[2+],0.000313533230041685
156.10199,C00535,M+H+Na[2+],0.000736466770035804
156.10199,C00674,M+H+Na[2+],0.000736466770035804
156.10199,C01227,M+H+Na[2+],0.000736466770035804
156.10199,C03772,M+H+Na[2+],0.000736466770035804
156.10199,C00483,M+H2O+H[1+],1.35332299748825e-05
156.10199,C00788,M-CO+H[1+],0.000213533230009944
156.10199,C05589,M-CO+H[1+],0.000213533230009944
134.08112,C00956,M-CO+H[1+],4.35332299844049e-05
134.08112,C00148,M+H2O+H[1+],5.64667700189148e-05
134.08112,C00763,M+H2O+H[1+],5.64667700189148e-05
134.08112,C00329,M-HCOOH+H[1+],0.000156466769993813
287.16313,C05298,M+H[1+],0.00104646676999209
287.16313,C05300,M+H[1+],0.00104646676999209
183.01121,C16634,M+H+Na[2+],0.000266466770028728
298.09676,C00170,M+H[1+],0.000116466770009538
143.07034,C00114,M+K[1+],6.35332299907532e-05
143.07034,C05576,M-CO+H[1+],0.000163533229994073
289.17983,C05141,M+H[1+],5.35332299591573e-05
289.17983,C05301,M+H[1+],5.35332299591573e-05
289.17983,C00468,M+H2O+H[1+],4.64667700157406e-05
289.17983,C00762,M-C3H4O2+H[1+],4.64667700157406e-05
289.17983,C01780,M-C3H4O2+H[1+],4.64667700157406e-05
231.09758,C04376,M-HCOOK+H[1+],0.00010353323000345
114.06623,C00300,M-H2O+H[1+],5.35332300017899e-05
250.0936,C00212,M-H2O+H[1+],0.00012353323003822
250.0936,C00330,M-H2O+H[1+],0.00012353323003822
146.98188,C00022,M+NaCl[1+],3.53322997170835e-06
146.98188,C00222,M+NaCl[1+],3.53322997170835e-06
146.98188,C06754,M+HCOONa[1+],3.53322997170835e-06
305.17392,C05298,M+H2O+H[1+],0.00085646677001705
305.17392,C05300,M+H2O+H[1+],0.00085646677001705
307.08397,C00051,M[1+],0.000170000000025539
307.08397,C00127,M+2H[2+],0.000693533229991772
134.06016,C00547,M-H4O2+H[1+],0.000183533229971999
134.06016,C05637,M-CO+H[1+],0.000183533230000421
134.06016,C05639,M-CO+H[1+],0.000183533230000421
134.06016,C05660,M-C3H4O2+H[1+],8.35332299971014e-05
134.06016,C00314,M-H4O2+H[1+],0.000183533229971999
162.11251,C00487,M[1+],0.000490000000013424
136.06177,C00147,M+H[1+],6.46677000304408e-06
